termID,PathTerm,ThesXrefType
2038337,Authorities\Attributes\Objects\Nomenclature\Unclassifiable Artifacts\Function Unknown\OVAL DISC,Nomenclature
2038338,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Adornment\Hair Ornament,Nomenclature
2038339,Authorities\Attributes\Objects\Nomenclature\Unclassifiable Artifacts\Function Unknown\GLASS FRAGMENT,Nomenclature
2038340,Authorities\Attributes\Objects\Nomenclature\Unclassifiable Artifacts\Function Unknown\BALL,Nomenclature
2038341,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Adornment\Necklace Bead,Nomenclature
2038342,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Adornment\Dress Ornament,Nomenclature
2038343,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Tomb Figure,Nomenclature
2038346,Authorities\Attributes\Objects\Nomenclature\Art Objects\Original Art\ANIMAL,Nomenclature
2038348,Authorities\Attributes\Objects\Nomenclature\Art Objects\Commercial Decorative Art\FIGURE,Nomenclature
2038349,Authorities\Attributes\Objects\Nomenclature\Art Objects\Original Art\FIGURE,Nomenclature
2038350,Authorities\Attributes\Objects\Nomenclature\Unclassifiable Artifacts\Function Unknown\OVAL DISK,Nomenclature
2038351,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Clothing Accessory\HAT PIN,Nomenclature
2038352,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Ritual Cicada,Nomenclature
2038355,Authorities\Attributes\Objects\Nomenclature\Unclassifiable Artifacts\Artifact Remnant\HANDLE,Nomenclature
2038356,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Adornment\Ornament,Nomenclature
2038357,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\LADLE HANDLE,Nomenclature
2038358,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\FLASK,Nomenclature
2038359,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\CARAFE,Nomenclature
2038360,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\TUMBLER,Nomenclature
2038362,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\COVERED BOWL,Nomenclature
2038363,Authorities\Attributes\Objects\Nomenclature\Art Objects\Original Art\DEITY FIGURE,Nomenclature
2038364,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Clothing Accessory\BELT BUCKLE,Nomenclature
2038365,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Adornment\Marriage Ring,Nomenclature
2038366,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Reliquary Cross,Nomenclature
2038367,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Toilet Article\MIRROR PENDANT,Nomenclature
2038368,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Holy Water Sprinkler (Aspergillum),Nomenclature
2038369,Authorities\Attributes\Objects\Nomenclature\Unclassifiable Artifacts\Function Unknown\DISK,Nomenclature
2038370,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Flask,Nomenclature
2038372,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Pyx,Nomenclature
2038373,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Toilet Article\SCENT BOTTLE (ALABASTRON),Nomenclature
2038374,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Shrine,Nomenclature
2038375,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Toilet Article\AMPHORISK,Nomenclature
2038376,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Toilet Article\OINTMENT JAR,Nomenclature
2038377,Authorities\Attributes\Objects\Nomenclature\Packages & Containers\Unclassified Container\TUBE,Nomenclature
2038378,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Timekeeping T&E\WATCH KEY,Nomenclature
2038379,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Personal Gear\MIRROR,Nomenclature
2038380,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Armament T&E\Halberd,Nomenclature
2038381,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Guild Cup,Nomenclature
2038382,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Plate,Nomenclature
2038383,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\TEA KETTLE,Nomenclature
2038384,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Missal,Nomenclature
2038385,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Lighting Device\LANTERN,Nomenclature
2038386,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Lighting Device\HANGING LAMP,Nomenclature
2038387,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Furniture\PRIE DIEU,Nomenclature
2038388,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Clothing Accessory\PARASOL,Nomenclature
2038389,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Armament T&E\Suit of Armor,Nomenclature
2038390,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Window or Door Covering\Curtains,Nomenclature
2038391,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Household Accessory\TABLE SCARF,Nomenclature
2038393,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Clothing\COAT,Nomenclature
2038394,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Timekeeping T&E\WEATHERVANE,Nomenclature
2038395,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Clothing\DRESS,Nomenclature
2038396,Authorities\Attributes\Objects\Nomenclature\Art Objects\Original Art\FABRIC FRAGMENT,Nomenclature
2038397,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Clothing\CAP,Nomenclature
2038398,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Personal Gear\HAND BAG,Nomenclature
2038399,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Clothing\BLOUSE,Nomenclature
2038400,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Clothing\SHAWL,Nomenclature
2038401,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Clothing\HAT,Nomenclature
2038402,Authorities\Attributes\Objects\Nomenclature\Art Objects\Original Art\TAPESTRY DESIGN,Nomenclature
2038404,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Transportation T&E\SADDLE,Nomenclature
2038405,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Furniture\MIRROR,Nomenclature
2038406,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Furniture\SUPPORT,Nomenclature
2038407,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Furniture\BRIDAL MIRROR,Nomenclature
2038408,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Cylinder,Nomenclature
2038409,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Object,Nomenclature
2038411,Authorities\Attributes\Objects\Nomenclature\Communication Artifacts\Documentation Artifact\PATENT,Nomenclature
2038412,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Cope Hood,Nomenclature
2038413,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Clothing\SARI,Nomenclature
2038414,Authorities\Attributes\Objects\Nomenclature\Art Objects\Original Art\SHIP,Nomenclature
2038415,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Furniture\WALL CABINET,Nomenclature
2038416,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Holy Water Vessel (Aspersorium),Nomenclature
2038417,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Personal Symbol\CROSS,Nomenclature
2038418,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Crozier Head,Nomenclature
2038419,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Crucifix,Nomenclature
2038420,Authorities\Attributes\Objects\Nomenclature\Communication Artifacts\Documentation Artifact\BOOK COVER,Nomenclature
2038421,Authorities\Attributes\Objects\Nomenclature\Art Objects\Original Art\STATUETTE,Nomenclature
2038422,Authorities\Attributes\Objects\Nomenclature\Art Objects\Original Art\PICTURE,Nomenclature
2038423,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Covered Cup (Ciborium),Nomenclature
2038424,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Adornment\Reliquary Pendant,Nomenclature
2038425,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\EWER,Nomenclature
2038426,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Altarpiece Panel,Nomenclature
2038427,Authorities\Attributes\Objects\Nomenclature\Art Objects\Original Art\STANDING FIGURE,Nomenclature
2038428,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Personal Symbol\STANDING FIGURE,Nomenclature
2038429,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Crib,Nomenclature
2038430,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Personal Symbol\MEMENTO MORI,Nomenclature
2038431,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Toilet Article\MIRROR COVER,Nomenclature
2038432,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Incense Spoon,Nomenclature
2038434,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Art T&E,Nomenclature
2038435,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Art T&E\Whistle,Nomenclature
2038436,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Crozier Knob,Nomenclature
2038437,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\CANTEEN,Nomenclature
2038438,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Clothing Accessory\BELT HOOK,Nomenclature
2038439,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Egyptian Head,Nomenclature
2038440,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Victory Wreath,Nomenclature
2038441,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Personal Symbol\ORNAMENT,Nomenclature
2038443,Authorities\Attributes\Objects\Nomenclature\Unclassifiable Artifacts\Function Unknown\FITTING,Nomenclature
2038444,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Sacrificial Bowl,Nomenclature
2038446,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Vase,Nomenclature
2038447,Authorities\Attributes\Objects\Nomenclature\Packages & Containers\Unclassified Container\COVERED BOWL,Nomenclature
2038448,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Clothing Accessory\DRESS ORNAMENTS,Nomenclature
2038449,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Furniture\CHOIR STALL,Nomenclature
2038450,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\SUGAR CANNISTER,Nomenclature
2038451,Authorities\Attributes\Objects\Nomenclature\Art Objects\Original Art\FEMALE TORSO,Nomenclature
2038453,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Personal Gear\FAN,Nomenclature
2038454,Authorities\Attributes\Objects\Medium\STONE\MICA,Medium
2038455,"Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Furniture\CHAIR, SIDE",Nomenclature
2038456,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Furniture\TRUNK,Nomenclature
2038457,"Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Furniture\STOOL, FOOT",Nomenclature
2038458,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Musical T&E\PIANO,Nomenclature
2038459,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Furniture\SETTLE,Nomenclature
2038460,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Floor or Wall Covering\PANEL,Nomenclature
2038461,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Lighting Device\LIGHTING FIXTURE,Nomenclature
2038462,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Household Accessory\FOUNTAIN,Nomenclature
2038463,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Household Accessory\UMBRELLA STAND,Nomenclature
2038464,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Temperature Control Device\ANDIRON,Nomenclature
2038465,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Temperature Control Device\FIREPLACE STAND,Nomenclature
2038466,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Temperature Control Device\SHOVEL,Nomenclature
2038467,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Temperature Control Device\TONGS,Nomenclature
2038468,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Household Accessory\PEDESTAL,Nomenclature
2038469,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Lighting Device\SCONCE,Nomenclature
2038471,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Personal Symbol\COAT OF ARMS,Nomenclature
2038473,Authorities\Attributes\Objects\Nomenclature\Communication Artifacts\Written Communication Equipment\INKWELL,Nomenclature
2038474,Authorities\Attributes\Objects\Nomenclature\Art Objects\Commercial Decorative Art\PLATE,Nomenclature
2038475,Authorities\Attributes\Objects\Nomenclature\Art Objects\Commercial Decorative Art\PLAQUE,Nomenclature
2038476,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Temperature Control Device\BRAZIER,Nomenclature
2038477,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\SALVER,Nomenclature
2038478,"Authorities\Attributes\Objects\Nomenclature\Art Objects\Commercial Decorative Art\SEDAN CHAIR, MODEL OF",Nomenclature
2038479,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Prayer Rug,Nomenclature
2038480,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\FORK,Nomenclature
2038481,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Timekeeping T&E\CLOCK,Nomenclature
2038482,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\decorative motif\wave,Subject Specific
2038483,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\SPOON,Nomenclature
2038484,Authorities\Attributes\Objects\Nomenclature\Art Objects\Commercial Decorative Art\SHIELD,Nomenclature
2038485,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\GLASS,Nomenclature
2038486,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\DECANTER,Nomenclature
2038487,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\DISH,Nomenclature
2038488,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\COASTER,Nomenclature
2038489,Authorities\Attributes\Objects\Nomenclature\Packages & Containers\Unclassified Container\SEDAN CHAIR,Nomenclature
